Lane1_T1,Lane1_T2,Lane1_T3,Lane1_T4,Lane1_T5,Lane2_T1,Lane2_T2,Lane2_T3,Lane2_T4,Lane2_T5,Lane3_T1,Lane3_T2,Lane3_T3,Lane3_T4,Lane3_T5,Lane4_T1,Lane4_T2,Lane4_T3,Lane4_T4,Lane4_T5,Lane5_T1,Lane5_T2,Lane5_T3,Lane5_T4,Lane5_T5,Target_Traffic_Flow
85,59,13,89,80,33,82,79,59,17,43,56,88,68,13,2,64,46,92,71,75,41,2,61,18,1
85,52,16,82,26,53,79,32,21,89,53,94,18,73,13,20,12,76,53,3,90,16,89,97,26,3
50,4,93,17,5,97,41,73,49,3,93,92,85,23,74,94,58,95,19,17,68,62,58,45,93,3
88,60,63,50,37,71,61,47,35,74,53,16,54,53,15,97,37,94,14,50,60,69,29,38,60,4
17,2,91,7,99,42,29,71,95,0,59,76,59,97,48,51,19,55,89,46,55,52,31,11,61,3
36,54,12,8,75,7,71,5,70,73,41,96,83,15,94,50,1,51,30,37,12,38,29,12,59,3
57,73,29,27,54,65,92,29,94,57,15,35,33,71,21,92,23,53,84,70,43,64,5,76,54,4
7,92,52,62,60,89,22,97,26,83,6,14,19,67,31,96,86,83,12,40,37,22,21,6,44,0
97,40,42,14,35,59,74,80,90,42,0,28,58,49,87,17,41,7,14,42,95,77,78,65,36,1
42,57,45,76,19,98,53,71,56,63,43,40,72,41,35,65,34,75,68,39,14,51,78,93,22,3
99,95,91,4,81,44,45,53,89,51,59,30,43,68,98,42,20,61,28,20,29,13,85,96,76,0
19,49,93,83,38,92,97,93,38,40,35,82,45,64,6,24,33,86,12,55,55,25,12,30,7,0
23,77,82,52,29,19,36,0,94,48,35,38,40,15,81,30,34,4,55,24,60,69,63,3,43,3
50,92,23,88,55,9,11,29,85,71,64,63,56,68,18,63,69,33,38,77,42,79,49,86,15,1
23,4,75,65,5,46,79,62,75,20,75,18,0,78,25,57,66,12,54,22,17,33,98,57,55,0
50,40,96,71,83,19,21,38,93,45,21,16,53,69,77,86,53,26,48,53,85,55,98,30,2,3
60,45,19,68,26,35,17,31,94,70,5,2,17,89,31,68,13,48,26,73,33,58,65,80,54,1
71,24,70,9,32,22,31,66,55,21,23,40,50,11,98,83,93,41,17,14,48,30,1,95,88,0
29,7,90,95,50,48,20,50,7,80,18,57,4,26,67,53,27,83,37,17,8,29,54,8,61,3
88,65,0,31,39,26,37,73,73,29,5,15,42,93,33,4,20,91,28,24,25,78,9,48,40,1
13,80,80,13,18,69,12,33,54,0,95,85,92,75,67,1,58,37,62,60,44,80,59,62,30,1
97,37,64,10,82,72,10,4,12,61,89,17,47,14,91,79,14,21,54,27,34,60,40,42,2,4
49,77,33,3,61,46,26,92,64,18,77,2,58,81,77,55,72,63,4,96,72,16,98,66,0,1
36,46,62,9,77,54,21,60,33,34,42,41,67,86,7,45,13,71,98,60,81,2,22,47,85,0
73,24,58,96,92,58,21,43,20,7,73,60,22,91,71,12,33,90,59,20,33,94,79,44,44,4
60,14,49,49,32,8,16,73,58,15,47,53,47,29,25,9,78,9,92,44,53,30,30,76,59,1
77,67,55,26,7,64,57,17,66,57,21,97,27,64,62,15,64,75,44,9,21,46,11,33,41,4
31,81,17,39,55,65,65,88,35,16,46,73,31,10,55,48,97,1,91,55,94,21,85,30,10,0
49,65,87,63,23,19,36,47,46,35,54,58,2,64,61,78,50,73,86,30,64,44,54,35,18,4
77,30,49,33,69,99,11,37,0,73,50,54,42,38,66,0,87,26,55,43,61,7,99,4,48,1
12,84,52,17,99,30,92,98,7,6,69,17,93,70,1,63,79,7,48,47,93,55,22,13,12,1
79,64,32,7,87,84,9,44,18,11,85,57,92,58,99,79,60,39,44,98,77,55,32,99,69,3
88,58,66,85,52,50,85,37,49,26,69,52,70,25,78,6,54,76,25,52,47,15,57,90,70,1
25,2,79,5,67,30,37,66,9,65,13,22,40,67,45,59,79,8,18,48,45,76,63,21,33,2
32,6,74,81,47,49,74,58,44,60,98,89,4,25,2,20,18,85,72,91,32,13,78,51,71,4
23,61,77,86,34,63,62,34,45,32,69,32,15,5,56,23,63,73,9,1,62,29,15,27,73,1
62,76,58,46,0,90,0,5,51,37,46,1,36,3,80,73,66,11,37,11,29,13,81,86,93,4
93,24,30,95,16,7,72,74,21,1,75,38,61,57,67,22,89,58,31,43,55,26,44,27,0,3
73,99,3,80,85,76,28,96,51,41,98,33,85,21,49,66,96,78,33,56,10,92,75,81,25,4
63,46,43,88,6,79,58,38,52,39,87,60,97,6,11,11,36,29,14,51,68,87,36,90,52,3
30,59,92,54,7,94,82,28,82,91,12,88,47,31,28,58,91,81,98,84,28,6,77,91,89,0
84,85,93,34,9,68,38,31,92,70,32,45,88,78,80,84,19,23,38,7,69,48,82,86,9,1
47,2,51,74,13,39,28,70,3,1,0,80,61,99,12,18,32,55,50,9,67,91,51,30,41,4
17,60,1,0,32,12,7,49,97,94,56,75,29,29,97,88,85,13,44,14,40,96,65,65,77,2
53,12,70,15,8,30,44,26,13,63,40,96,16,88,45,30,19,14,17,20,45,19,89,97,56,3
91,25,34,8,46,69,79,65,78,89,43,70,59,25,8,33,83,3,54,96,29,29,3,3,83,2
98,51,26,10,7,43,73,56,28,22,27,82,46,88,77,48,82,68,75,15,42,79,43,11,65,2
24,84,88,50,20,71,0,1,87,8,16,32,65,25,10,67,51,68,8,81,73,49,34,40,65,0
61,59,94,38,80,99,80,85,57,62,97,84,62,5,29,87,70,30,50,74,29,66,71,96,78,0
28,11,48,26,35,17,55,8,6,41,15,99,10,78,90,14,1,81,23,95,92,0,94,57,42,1
5,88,13,69,84,69,4,82,5,21,83,58,67,17,60,14,1,89,64,43,3,60,44,96,72,3
1,88,43,30,75,56,68,86,92,28,95,94,33,50,97,8,37,48,32,57,48,18,40,91,42,4
45,6,73,53,90,98,90,87,19,60,56,4,1,18,16,99,76,79,39,47,28,35,3,74,81,4
14,60,60,19,85,41,95,45,74,85,1,62,77,30,66,34,31,5,13,45,70,77,8,34,61,3
35,97,55,96,19,76,83,94,97,39,94,4,35,67,33,40,3,25,9,27,44,23,59,64,13,2
32,73,24,93,65,37,79,62,45,94,14,53,81,50,37,91,93,86,27,60,59,28,69,33,38,1
55,85,91,51,72,21,60,29,74,69,97,64,61,66,60,79,91,46,35,54,80,12,25,10,55,3
50,24,14,79,53,50,74,67,86,22,85,4,82,6,49,60,72,99,15,31,42,84,70,96,12,0
97,45,5,41,56,20,83,5,11,71,62,30,22,66,97,89,20,88,20,32,10,77,59,90,35,4
46,36,68,71,74,63,20,44,83,33,15,12,19,44,25,72,64,32,74,20,30,48,98,84,26,1
36,83,40,95,46,94,30,38,62,71,81,61,49,83,93,20,83,45,89,64,89,68,21,63,90,3
67,5,28,7,74,50,20,13,29,9,10,84,52,61,55,16,57,39,43,3,94,45,31,91,90,0
92,79,95,3,70,79,72,42,0,51,85,58,85,79,91,4,17,37,8,26,65,16,8,27,89,3
73,5,55,19,97,3,32,77,16,81,60,65,0,70,30,1,13,27,42,55,85,9,56,6,43,1
22,47,72,99,99,55,78,68,38,50,77,53,65,56,55,58,0,72,72,23,49,57,64,43,78,3
96,15,37,63,29,5,16,85,2,80,92,64,32,43,4,35,37,97,57,35,0,29,47,52,58,3
66,19,25,3,30,98,85,32,29,64,6,9,36,26,88,61,66,9,32,5,21,8,30,52,38,3
43,85,29,91,50,82,13,8,19,22,51,77,78,47,76,56,41,23,11,35,22,8,8,8,50,1
65,63,96,73,57,36,82,56,30,32,21,65,79,46,12,47,48,74,83,36,77,90,12,59,91,2
72,36,65,0,59,79,61,6,0,8,85,56,81,88,63,6,81,98,57,58,55,83,49,70,8,0
52,83,90,29,81,76,76,93,27,36,82,17,29,43,2,91,60,96,53,44,38,39,31,8,88,1
33,60,13,32,20,21,55,91,30,80,21,64,14,8,38,46,59,24,92,16,17,64,62,98,85,2
97,19,46,12,31,65,39,31,38,53,60,39,77,33,64,7,76,69,33,63,44,72,76,22,12,2
21,27,80,12,81,41,2,33,21,20,81,25,71,73,28,88,39,51,98,80,65,37,2,11,40,1
43,31,86,19,19,74,93,51,37,45,96,24,76,22,81,64,42,65,26,67,55,7,88,61,14,0
46,83,35,8,39,72,62,54,36,73,33,98,0,48,7,72,24,19,7,11,45,11,33,28,18,3
79,30,21,81,54,83,84,19,21,49,59,92,54,7,52,84,75,82,91,67,96,57,6,56,84,0
87,97,88,19,37,62,18,92,88,44,49,88,20,32,21,24,40,76,97,6,0,96,43,39,63,4
24,85,4,3,60,80,97,42,58,45,54,63,71,10,99,20,90,37,53,71,60,45,29,86,0,2
41,89,38,5,30,10,46,33,15,33,12,87,20,17,89,50,89,29,78,88,75,88,70,85,76,2
92,64,75,61,12,27,18,67,23,15,10,55,43,96,93,0,44,95,0,48,41,31,39,58,79,4
80,0,13,22,91,49,70,61,60,33,76,95,36,44,17,93,37,41,84,5,44,51,92,9,73,2
45,25,52,28,58,73,61,46,74,18,98,97,27,24,26,19,36,82,27,68,15,22,13,70,21,2
74,83,87,88,0,16,55,94,24,72,13,90,81,9,32,22,72,3,54,73,75,21,11,36,39,2
38,6,27,60,98,14,91,17,12,95,71,10,0,94,33,21,24,97,91,91,50,79,45,4,69,4
11,54,91,3,62,20,10,65,93,72,35,15,57,12,45,41,54,56,53,84,66,6,10,86,44,1
48,32,87,21,43,92,7,17,51,42,10,79,9,71,91,60,13,73,13,73,87,25,88,71,36,4
63,63,15,63,55,33,48,20,84,30,44,63,52,27,19,41,80,87,5,87,42,1,40,40,7,4
49,56,59,83,65,12,39,61,49,54,9,61,42,71,97,49,24,52,79,81,6,9,41,35,39,4
9,92,33,58,54,35,24,30,48,16,64,39,83,97,56,56,54,37,73,12,50,0,65,7,84,1
32,42,98,29,59,36,34,70,24,1,39,16,40,47,40,33,2,36,51,70,15,60,17,71,30,2
64,87,71,97,1,45,49,33,72,14,65,17,12,67,90,22,99,50,62,59,68,33,63,14,54,1
3,73,6,14,29,11,80,35,69,82,45,83,9,59,27,11,69,59,9,48,27,45,84,24,25,3
52,49,19,56,60,89,94,79,85,99,11,26,28,36,20,36,10,87,27,91,33,49,49,96,66,1
29,96,95,18,77,60,78,4,92,26,81,74,57,79,96,23,72,37,65,95,43,73,38,55,9,3
7,26,20,81,9,97,67,29,9,98,26,58,90,66,2,65,24,47,37,77,86,30,38,3,50,0
19,20,48,25,78,48,92,68,75,41,11,55,73,90,32,46,95,19,21,10,24,92,70,40,29,0
71,91,28,71,59,16,43,37,54,19,31,14,65,74,38,16,25,91,6,89,86,92,6,78,58,3
54,30,38,56,80,90,8,21,64,82,78,59,91,44,21,40,10,85,30,6,47,96,59,94,99,0
30,18,52,30,71,82,16,21,54,3,16,37,27,53,74,60,19,1,51,75,44,71,79,29,51,2
31,7,11,90,45,32,16,65,89,29,59,92,87,23,2,4,52,78,31,21,64,62,46,24,77,4
7,22,45,34,56,1,18,95,12,14,6,19,76,17,93,87,30,23,72,50,2,35,51,52,5,2
94,88,61,85,2,52,2,77,43,33,75,96,38,85,5,70,65,55,95,75,43,29,70,44,0,0
4,54,35,87,69,11,59,21,67,24,34,63,86,81,3,13,97,58,8,11,31,74,78,92,33,4
97,99,15,52,36,28,74,52,46,17,11,71,99,20,84,80,76,35,44,66,7,15,55,75,53,4
37,8,97,78,11,34,12,46,8,16,97,92,15,66,99,11,71,47,1,99,59,68,60,23,24,3
80,17,69,22,48,95,6,58,76,27,56,41,28,94,61,28,46,15,12,22,84,49,70,37,49,2
21,77,43,76,64,2,96,67,74,61,86,24,86,54,60,12,31,38,90,52,39,3,47,60,16,0
74,6,30,30,49,97,25,3,12,31,83,37,23,19,98,59,29,48,47,7,57,90,39,20,59,0
67,3,82,76,57,19,50,26,63,47,91,34,47,2,33,47,8,15,29,48,54,66,35,77,94,4
7,10,34,71,92,89,64,91,19,92,81,93,74,47,87,40,82,45,39,7,85,61,28,15,72,1
78,18,10,64,93,74,96,70,42,14,23,4,83,57,22,39,8,70,10,12,29,36,58,85,87,4
30,98,6,28,45,51,53,7,79,82,49,43,28,13,87,54,93,46,93,82,64,30,17,64,47,3
43,52,25,70,20,37,93,86,88,3,54,65,91,84,87,97,13,89,50,32,5,63,62,76,12,0
88,25,29,59,5,23,92,49,19,10,79,13,73,45,50,10,82,53,89,97,40,88,0,3,73,2
65,52,40,44,56,18,30,65,7,73,98,51,73,14,10,13,79,79,68,29,76,29,34,89,6,0
63,34,29,85,25,41,29,96,27,29,48,19,40,73,12,3,59,35,27,74,95,93,48,54,87,3
81,54,32,63,86,28,83,82,88,27,30,7,79,65,96,0,65,18,40,74,73,70,13,34,34,4
25,44,75,15,14,27,52,74,14,72,90,24,96,52,61,95,50,58,60,37,2,38,83,55,50,2
5,21,50,43,54,38,57,87,27,80,56,32,49,96,62,11,11,86,48,22,11,38,84,15,33,1
36,70,70,13,86,5,91,92,60,3,80,92,22,45,15,71,96,25,43,30,48,94,88,86,4,2
97,27,68,99,42,89,97,88,39,49,11,38,60,79,55,52,19,49,43,54,1,32,96,20,77,0
83,48,69,91,26,89,13,57,6,26,35,69,60,24,71,52,78,84,54,9,25,61,86,35,48,0
38,14,39,68,46,40,43,31,83,37,75,62,18,56,70,63,97,99,55,78,89,54,72,13,95,1
51,48,82,42,32,77,15,69,41,23,21,0,46,9,41,95,21,99,29,72,34,58,24,77,57,4
96,37,21,66,50,36,32,47,24,66,88,52,88,8,16,83,56,90,13,38,8,37,6,13,42,0
82,26,91,59,70,95,84,7,39,94,22,8,10,54,98,24,94,18,20,59,88,20,28,91,31,2
19,34,22,80,41,0,94,6,59,23,63,63,41,54,94,97,60,99,19,17,5,43,95,24,47,2
94,33,17,42,76,65,53,98,85,39,93,97,57,85,10,92,80,53,50,50,12,78,52,56,10,1
79,77,40,13,85,58,38,10,64,79,36,74,60,2,14,91,13,19,73,56,66,92,4,7,20,0
47,87,2,48,96,66,23,5,44,70,28,94,10,72,72,53,7,16,23,16,14,50,66,69,76,4
14,51,31,11,56,86,80,17,53,50,87,3,27,8,22,82,44,10,84,94,90,76,45,70,59,3
42,89,85,48,46,99,13,20,25,92,34,25,90,16,3,2,75,37,88,29,5,8,43,12,15,4
54,45,40,41,91,4,94,20,16,85,36,17,86,7,58,90,18,23,33,92,9,37,80,82,14,4
44,35,13,64,56,7,54,1,25,58,12,59,46,52,69,3,94,5,87,66,51,92,75,9,29,2
56,31,42,25,73,73,37,89,70,20,5,48,89,90,87,55,98,9,94,58,20,9,67,29,40,3
69,43,11,43,55,53,62,71,27,30,15,34,12,3,53,3,2,54,80,76,75,43,5,21,11,1
94,75,24,81,53,96,3,65,5,3,1,52,75,72,80,62,83,87,24,49,17,99,91,60,70,3
5,30,7,92,52,83,17,51,71,9,80,52,78,43,89,14,44,13,83,64,49,73,52,84,93,4
34,47,44,80,8,61,78,19,28,35,75,0,10,94,17,79,18,83,82,44,93,21,67,12,70,4
70,1,82,51,80,28,46,72,58,63,92,64,83,74,15,86,55,23,28,37,43,53,27,64,91,2
86,22,79,7,55,1,46,51,2,1,39,92,71,76,58,52,76,2,88,82,66,10,62,51,96,2
34,27,16,78,43,12,78,56,92,69,55,76,95,2,55,44,57,91,93,79,96,46,47,91,33,4
86,9,65,33,99,4,10,94,92,28,90,28,2,81,14,62,20,85,91,59,4,62,6,58,83,4
39,65,88,13,11,87,35,84,49,89,9,14,36,94,66,61,71,84,33,83,58,71,62,80,77,3
82,48,51,78,63,19,58,65,93,83,78,84,43,71,81,8,89,58,20,86,26,41,80,41,77,4
9,54,7,2,61,72,61,30,7,55,65,24,59,7,85,88,56,43,60,48,43,53,12,74,83,1
2,55,57,59,6,3,98,21,10,1,16,78,38,52,36,84,14,80,57,71,38,1,7,87,19,2
2,69,99,77,0,71,68,46,20,43,67,52,18,61,21,29,23,0,71,37,94,4,62,17,33,1
5,73,7,30,44,66,54,74,18,19,55,52,18,21,71,46,0,0,78,75,3,86,26,81,64,3
18,17,2,10,2,48,58,8,88,62,92,23,55,17,7,17,75,97,58,69,51,13,86,7,15,0
85,52,61,54,41,90,17,25,97,12,26,91,79,30,23,86,16,82,2,90,74,87,33,94,18,1
80,39,26,87,87,30,97,64,96,75,27,34,34,0,0,98,90,85,8,2,27,75,77,28,73,1
19,78,52,81,23,26,96,87,37,76,54,9,63,32,50,55,41,48,40,68,44,35,67,25,24,1
19,16,37,86,35,61,51,63,78,96,22,64,38,30,79,33,11,72,40,11,72,87,98,84,81,4
53,57,46,10,60,25,30,28,22,83,79,87,24,60,99,61,98,65,65,89,81,96,89,56,4,3
37,99,16,33,83,83,75,60,88,4,41,50,36,21,90,36,11,83,32,72,77,40,37,48,47,3
16,31,80,31,75,67,80,74,30,33,82,34,56,9,13,41,49,62,23,67,30,98,13,67,88,0
6,86,6,77,22,98,50,74,19,76,37,77,53,68,28,41,41,59,93,85,38,37,93,43,87,4
94,40,24,79,31,16,81,88,80,60,44,72,63,64,72,50,77,77,66,94,91,63,97,45,14,2
25,18,89,75,50,16,31,82,48,49,12,60,31,58,70,2,55,5,69,96,13,61,26,26,4,4
81,21,30,68,33,62,19,89,5,39,75,16,96,74,43,58,53,30,9,36,13,73,55,50,28,4
27,19,53,46,28,4,31,69,96,57,31,55,63,53,25,74,80,73,23,49,76,33,91,98,1,2
88,58,7,56,45,37,65,53,85,56,85,95,57,14,74,21,1,16,65,44,89,64,78,73,90,2
94,51,16,27,35,38,66,44,91,87,20,96,95,14,83,89,21,41,65,43,29,54,40,89,59,0
76,22,49,83,75,69,87,12,74,55,11,50,51,37,31,77,17,48,7,59,1,70,26,9,55,2
24,93,42,42,51,74,48,50,50,36,52,34,46,89,69,42,28,19,3,32,62,59,60,34,68,2
43,30,65,0,69,33,78,6,59,55,71,10,76,67,90,49,91,96,27,27,83,27,96,80,18,0
72,98,89,23,84,53,96,70,9,92,38,65,0,39,85,14,64,89,91,99,32,48,90,33,39,4
32,16,34,48,2,68,54,22,74,66,41,75,92,66,83,75,68,19,64,27,63,67,26,19,65,0
98,92,32,94,7,38,56,74,10,58,83,30,13,23,93,37,33,55,35,63,92,49,3,92,0,3
47,23,73,5,58,99,89,58,56,97,8,97,76,43,64,22,61,55,38,99,56,5,67,20,25,3
44,59,48,97,12,25,69,22,27,78,23,64,27,87,86,69,8,90,68,7,33,99,19,80,94,2
63,96,30,71,56,22,16,82,38,83,85,7,92,3,65,43,68,83,42,88,71,71,33,39,82,4
51,70,92,99,43,47,17,17,26,38,91,18,89,33,82,26,8,95,30,92,74,9,19,14,16,4
62,35,7,7,22,73,3,29,32,19,27,37,31,55,13,38,49,8,14,46,27,20,26,64,62,1
47,70,85,54,26,81,44,19,82,42,77,93,57,73,59,34,96,70,15,95,98,92,4,32,88,3
10,2,48,32,87,40,29,79,76,1,31,85,25,97,13,32,40,25,32,2,35,90,12,34,86,0
7,77,84,84,77,7,33,75,97,29,15,73,72,40,3,72,8,53,97,32,5,79,40,41,38,2
19,96,2,77,24,35,2,5,76,91,19,55,88,36,48,40,2,36,0,2,62,46,10,15,30,0
95,95,72,5,9,61,9,39,92,62,3,86,19,33,65,92,17,30,41,42,28,70,88,86,82,3
83,39,63,62,0,41,48,49,52,99,11,22,89,30,43,21,23,84,28,31,72,47,26,89,90,1
35,29,73,32,80,56,79,44,10,95,87,18,35,92,47,5,0,38,88,18,81,76,88,42,63,1
31,58,99,44,18,52,43,67,82,75,32,21,64,79,11,60,26,12,88,73,9,17,74,61,8,0
93,0,61,98,60,49,27,17,7,39,29,69,49,62,93,33,13,49,30,57,37,99,37,27,41,4
56,42,88,43,93,84,37,59,44,15,70,53,22,86,95,35,48,46,57,95,18,1,57,93,73,4
31,46,85,19,83,59,62,50,40,37,37,8,88,79,12,67,55,3,7,45,77,30,11,54,70,0
38,79,82,17,0,70,7,37,65,51,87,53,99,1,7,16,50,44,38,8,0,10,94,65,54,1
34,24,28,82,62,35,15,44,73,76,39,2,17,48,11,20,41,61,44,27,90,71,61,48,41,4
75,56,54,97,77,17,55,46,96,92,61,43,72,34,51,2,70,92,70,71,84,73,44,54,82,1
53,45,10,43,19,86,49,62,26,92,58,61,3,1,13,0,43,4,20,11,15,90,41,7,38,0
86,48,78,5,95,12,90,42,58,63,19,67,46,74,82,94,76,75,93,92,70,96,84,7,19,2
60,85,80,48,70,7,70,31,5,33,32,90,84,90,34,92,13,54,92,35,38,35,61,6,58,4
74,25,0,0,65,42,20,64,85,72,15,45,85,36,18,31,64,46,15,79,98,75,59,70,4,4
8,67,90,56,19,17,42,38,53,93,7,89,25,5,55,60,38,97,34,41,15,25,98,34,32,1
31,23,7,90,55,3,13,3,60,85,87,71,7,19,44,92,8,69,34,72,85,59,25,45,51,1
49,50,74,66,15,12,75,86,85,32,40,27,89,54,75,51,6,67,75,73,97,69,1,9,19,1
76,27,94,37,24,27,81,75,81,24,24,41,56,24,51,32,63,55,9,30,44,94,87,30,20,4
68,20,5,87,57,21,9,46,97,86,64,63,96,98,33,75,53,94,44,64,34,59,1,48,78,4
34,40,7,23,30,47,97,56,79,39,3,96,28,97,72,93,81,65,53,53,23,40,32,14,11,2
27,17,76,53,81,49,49,8,17,83,61,99,35,3,60,21,79,66,29,45,15,18,3,38,11,0
27,50,54,41,18,4,90,26,35,41,43,36,81,75,68,8,41,89,21,23,37,58,37,95,90,0
99,63,25,92,24,94,57,38,44,26,5,93,50,59,19,39,85,62,93,31,79,81,20,48,9,0
21,87,70,69,68,18,68,91,42,40,72,67,12,93,4,64,71,93,31,52,64,74,74,33,6,2
21,65,79,75,52,2,53,59,62,12,39,41,46,63,1,83,64,88,63,46,25,13,12,53,79,0
19,86,67,24,83,2,30,35,21,9,53,58,53,25,7,7,5,43,90,27,33,45,72,83,77,2
94,34,35,90,74,58,48,89,54,88,32,83,65,22,62,29,78,14,26,74,23,16,96,91,98,0
68,56,52,52,40,56,22,42,41,0,70,61,27,10,62,33,61,23,13,86,11,10,72,3,49,2
82,93,89,69,79,7,54,82,8,75,2,84,20,49,94,38,5,70,95,64,45,87,62,24,58,0
42,74,31,51,69,76,15,13,10,41,53,57,73,22,49,27,9,2,34,16,24,70,36,75,27,3
48,64,71,21,90,53,81,32,63,53,22,45,75,90,75,53,67,6,66,71,60,22,53,6,37,1
55,42,95,69,57,72,19,42,64,43,22,94,70,9,28,60,75,2,42,91,88,74,58,38,24,1
21,21,45,10,36,77,64,88,95,94,13,24,83,51,55,96,32,23,42,66,31,34,94,41,14,1
72,95,82,8,10,53,22,70,41,26,23,30,63,56,0,59,64,48,83,11,88,23,47,32,80,3
89,32,49,72,73,92,77,1,71,17,14,46,28,17,94,78,88,88,56,37,16,61,86,82,50,2
36,24,50,29,97,42,51,86,23,68,34,9,26,77,39,32,4,32,98,45,5,44,5,39,43,0
86,53,15,83,48,8,91,37,67,47,21,19,77,41,41,10,44,91,71,37,81,85,51,82,57,3
24,13,59,5,39,89,97,44,56,73,71,32,6,85,9,60,78,74,8,45,64,31,28,41,27,2
96,39,52,74,86,18,49,74,56,94,55,71,58,16,80,30,55,67,69,30,68,70,58,67,87,1
17,67,51,60,73,18,0,52,40,89,20,69,32,84,28,62,98,65,88,67,4,10,64,96,69,2
87,41,39,77,20,44,50,83,32,44,50,68,26,15,27,27,88,24,22,93,97,5,52,74,47,1
93,92,22,88,12,57,20,49,10,96,57,92,70,63,88,93,58,4,34,71,85,53,27,12,66,3
11,23,1,41,79,11,93,8,14,29,41,77,63,85,25,73,23,72,39,62,80,40,82,8,42,2
15,84,47,28,42,47,98,55,19,12,47,63,63,94,5,81,63,26,80,81,94,1,1,87,57,1
94,95,78,94,20,96,20,22,91,13,58,94,66,80,79,97,26,55,87,74,90,4,68,19,34,1
11,42,74,67,41,99,5,10,22,73,91,95,17,9,40,87,16,71,29,70,9,51,42,85,96,0
22,98,53,63,25,19,74,85,19,82,96,32,73,76,1,91,92,36,15,97,56,2,30,87,48,0
20,57,75,50,85,41,20,51,22,20,3,25,11,88,79,16,81,1,32,28,28,76,58,17,53,4
36,21,10,30,63,29,57,94,2,40,39,14,48,82,35,91,18,21,40,36,13,64,36,76,94,4
18,87,44,78,58,80,9,14,44,71,77,83,41,23,68,54,74,34,50,89,72,96,65,50,81,4
69,35,85,69,98,64,8,61,54,3,34,11,79,13,50,38,9,63,77,96,93,14,71,59,8,4
11,98,4,87,25,19,55,64,6,61,19,89,4,58,29,2,36,83,66,42,25,13,58,61,74,2
59,52,81,4,41,55,57,60,45,42,74,49,30,11,87,78,76,26,83,26,97,19,29,94,56,0
74,29,42,38,9,5,32,93,98,63,26,53,1,86,68,99,37,9,73,55,23,80,55,85,20,4
68,61,74,26,26,0,9,61,64,62,11,12,75,69,43,0,10,99,78,13,50,94,87,83,68,4
57,67,12,4,20,99,0,52,39,93,72,15,10,31,15,18,75,31,69,27,3,53,83,98,0,2
83,6,61,82,4,40,13,32,33,18,59,92,27,17,35,1,27,54,8,85,50,24,58,31,56,3
33,63,33,4,0,2,37,66,78,82,73,14,80,40,47,14,67,24,71,60,31,32,30,77,33,0
66,0,37,2,80,50,83,99,52,97,86,10,55,7,70,57,13,74,1,15,57,80,0,10,33,1
69,66,17,41,0,7,96,69,85,39,15,84,32,27,53,86,81,22,9,22,1,93,49,0,39,2
65,67,52,89,18,34,55,58,7,88,35,96,87,70,9,33,78,39,58,43,45,38,5,31,80,1
21,27,75,89,79,73,65,28,35,66,57,36,81,68,1,13,52,98,50,10,42,54,55,96,79,3
37,21,99,4,8,79,95,45,68,22,95,58,24,98,14,16,86,37,61,40,99,8,36,46,7,4
59,8,34,0,23,87,83,31,97,20,0,12,53,73,29,56,18,60,3,30,29,10,83,95,3,3
6,64,45,95,42,0,20,31,69,9,45,95,32,18,58,61,2,23,80,77,20,37,20,56,17,4
17,96,77,50,50,11,62,54,65,90,66,46,30,59,23,31,21,44,73,25,15,56,27,83,99,4
92,28,71,97,15,54,70,33,94,4,66,1,36,17,94,44,97,16,13,51,64,14,74,74,2,3
34,1,8,20,22,71,14,75,63,32,3,10,51,19,10,60,9,20,57,99,63,58,70,34,61,0
93,0,19,41,31,57,32,95,66,27,46,89,90,14,11,66,72,13,64,47,20,14,52,94,28,2
1,45,30,58,50,8,4,42,9,37,79,68,13,30,77,52,22,41,85,99,12,88,38,66,31,2
2,12,54,70,37,62,53,82,79,38,68,45,25,94,85,58,5,40,87,65,27,6,43,31,94,1
38,65,62,40,64,39,33,59,74,86,77,10,13,56,40,35,56,6,61,98,46,83,45,76,63,0
32,25,80,80,55,37,2,90,61,67,15,9,14,17,56,48,15,27,55,76,48,2,34,53,1,1
12,83,54,47,85,37,48,76,13,32,91,98,17,91,59,50,1,27,55,88,79,8,82,10,72,1
81,23,82,12,6,54,41,25,59,2,62,20,95,13,20,94,38,20,10,3,31,84,28,71,93,4
38,76,91,20,59,40,12,9,3,68,44,61,7,56,31,67,66,95,98,96,5,30,95,45,92,1
71,16,94,26,27,68,79,88,83,15,49,54,28,43,95,84,77,22,46,93,0,3,1,62,88,2
41,72,20,82,35,46,54,6,2,95,91,33,2,12,11,44,87,3,54,84,39,13,10,61,57,4
22,3,42,79,10,64,70,94,73,67,52,78,29,78,47,65,66,1,10,24,66,94,45,9,16,0
74,36,25,87,76,15,85,4,32,21,2,53,38,89,74,63,29,20,42,33,61,58,73,87,88,4
57,49,65,51,81,68,45,75,29,41,47,44,28,74,24,26,41,99,50,43,51,31,4,72,22,4
64,25,99,97,26,44,49,45,17,72,40,99,32,98,95,10,36,73,64,38,8,85,28,26,87,1
30,23,36,40,8,45,72,19,52,30,65,7,32,84,83,0,93,30,45,82,1,54,7,45,70,2
85,69,20,28,11,2,86,58,78,34,9,48,50,2,85,70,31,90,31,8,8,29,60,46,35,4
59,25,3,95,39,54,51,49,3,36,33,51,1,19,57,2,79,26,78,91,46,2,39,90,21,0
